;X;Y;type;name;opening_hours;wheelchair;cuisine;phone;website;com_insee;com_nom;categorie;notation;prix;enjoyment_rate;wikipedia
1770;262684.19804444024;6244265.0168653345;restaurant;Chez Julia;;;italian;;;75056;Paris;restaurant;;;;
1772;265400.72757826856;6249564.785481153;restaurant;Nouilles;;;chinese;;;75056;Paris;restaurant;;;;
1773;252001.62348554723;6247937.755936587;restaurant;Au Relais Chardon;;;french;;;75056;Paris;restaurant;;;;
1774;261263.52757098744;6244826.776575035;fast_food;Chen Regal;;no;asian;;;75056;Paris;restaurant;;;;
1776;261169.79655973957;6244824.27422204;fast_food;Pâtes Thai;;;asian;+33983034090;;75056;Paris;restaurant;;;;
1777;261196.7358765115;6244714.08688403;fast_food;Charlety Pizza;"Mo-Su 11:00-23:00; PH closed";yes;pizza;"+33145884123;+33153803993";http://www.charletycrepespizza.fr;75056;Paris;restaurant;;;;
1780;261575.65629122275;6245331.692131915;fast_food;Eat's Times;;;turkish;;;75056;Paris;restaurant;;;;
1781;261521.32124776655;6245327.972196608;fast_food;Domino's Pizza Paris 13;Mo-Sa 11:00-14:30,18:00-23:00, Su 11:00-23:00;;pizza;+33 153620909;;75056;Paris;restaurant;;;;
1782;261450.06564170972;6245359.62551635;restaurant;Le Verbalon;;;french;;https://verbalon.fr/;75056;Paris;restaurant;;;;
1783;261327.01307658685;6245311.756679587;restaurant;La Montagne d'Or;;;chinese;;;75056;Paris;restaurant;;;;
1785;261746.53170959037;6254049.805692961;restaurant;La Pergola d'Italia;;;"italian;pizza";+33 1 48 00 81 33;;75056;Paris;restaurant;;;;
1786;261101.0233783274;6245350.274924016;fast_food;Foodex;;;"kebab;pizza;sandwich;turkish";;;75056;Paris;restaurant;;;;
1787;260740.93822145843;6245472.154701742;fast_food;Paris Beirut;Mo-Su 11:00-23:00;;lebanese;+33 1 45 89 61 14;http://parisbeirut.com;75056;Paris;restaurant;;;;
1788;260802.04148995483;6245457.579086645;restaurant;San Giovanni;;;italian;;https://www.restaurant-san-giovanni.fr/;75056;Paris;restaurant;;;;
1790;262194.44794469525;6253928.242503294;restaurant;Chez Jin;Mo-Su 11:00-22:30;;asian;;;75056;Paris;restaurant;;;;
1793;260403.94072697998;6245506.344932076;restaurant;Pizza Caravelle;;;pizza;;;75056;Paris;restaurant;;;;
1794;260304.47676195618;6245532.773973198;restaurant;Pizza Delizia;;;pizza;;;75056;Paris;restaurant;;;;
1795;259664.6791205709;6245667.981029126;fast_food;Kebab Alésia;;;kebab;;;75056;Paris;restaurant;;;;
1796;259453.51717848517;6245715.209314827;restaurant;Momento;Mo-Sa 12:00-15:00, 18:00-23:00;;italian;+33143277301;http://www.momento.rest;75056;Paris;restaurant;;;;
1797;259360.65445926538;6245678.786188333;fast_food;Sheng Hua;;;chinese;;;75056;Paris;restaurant;;;;
1799;259235.25305288678;6245677.585614401;restaurant;Le Verre Siffleur;Mo-Su 08:00-02:00;;french;+33140470834;;75056;Paris;restaurant;;;;
1801;259127.72955672952;6245679.276563646;restaurant;La Fabrica;Mo-Su 12:00-24:00;;pizza;+33 1 45494255;;75056;Paris;restaurant;;;;
1803;262079.17661197882;6248826.024418473;restaurant;Heng Long;;;asian;;;75056;Paris;restaurant;;;;
1806;255568.7452485269;6254757.0970483525;restaurant;Cave Pétrissans;;;french;;;75056;Paris;restaurant;;;;
1807;267066.95771646226;6252380.977844163;restaurant;Neelkanth;;;indian;+33 1 43 49 06 88;;75056;Paris;restaurant;;;;
1808;267056.17085780436;6252403.146842714;restaurant;Ohinéné;Mo-Su 11:30-15:00;no;ivory_coast;;;75056;Paris;restaurant;;;;
1810;267132.8477230628;6252246.425114124;restaurant;Chang Sheng;;limited;chinese;;;75056;Paris;restaurant;;;;
1811;267231.78848647984;6252413.215987176;restaurant;Il Pinocchio;;;italian;;;75056;Paris;restaurant;;;;
1814;267727.30493584793;6253331.470755777;restaurant;L'Os A Moelle;;;regional;+33 9 73 22 39 23;;75056;Paris;restaurant;;;;
1821;267693.0964563272;6253208.157727305;restaurant;Toscana;;;pizza;;;75056;Paris;restaurant;;;;
1822;268218.59124456596;6254051.498314437;restaurant;Wok & Hoki;;;japanese;;;75056;Paris;restaurant;;;;
1823;267690.25780931197;6253197.376808123;fast_food;La Camilina;;;kebab;;;75056;Paris;restaurant;;;;
1824;267769.7287937893;6254014.853135093;restaurant;Paris Istambul 2000;;;turkish;;;75056;Paris;restaurant;;;;
1826;267810.12663699815;6253992.764547032;restaurant;Jioko;;;japanese;;;75056;Paris;restaurant;;;;
1827;267456.6983856786;6253890.785414399;restaurant;La Gondole;;no;pizza;;;75056;Paris;restaurant;;;;
1829;268287.932155381;6254264.1958220685;fast_food;Le Coin du Pain;;;sandwich;;;75056;Paris;restaurant;;;;
1831;266851.94411999505;6252664.728485144;restaurant;Le Tablier Rouge;;;french;;;75056;Paris;restaurant;;;;
1832;267064.77585444273;6253275.128360068;fast_food;Restaurant Cappadoce;;;kebab;;;75056;Paris;restaurant;;;;
1834;267094.9323044986;6253236.8787045935;restaurant;Aarchna;;;indian;+33140330657;http://www.aarchna.com;75056;Paris;restaurant;;;;
1836;267388.6599129058;6253822.811292185;restaurant;Osaka Shiyato;;;japanese;;;75056;Paris;restaurant;;;;
1840;261050.6958365398;6245016.348870557;restaurant;Saveurs d'Himalaya;;;indian;;;75056;Paris;restaurant;;;;
1842;260742.27405534795;6244700.679193091;restaurant;Casa di Cervaro;;;italian;;;75056;Paris;restaurant;;;;
1843;260667.6899965165;6245041.423725624;fast_food;Pizza Pepino;;;pizza;;http://pizzapepino.fr;75056;Paris;restaurant;;;;
1846;260640.260873985;6245232.759317791;fast_food;La Crêpe sur Mesure;;;crepes;;;75056;Paris;restaurant;;;;
1847;260656.04597777952;6245321.496131357;fast_food;Sandwicherie du Parc;;;kebab;;;75056;Paris;restaurant;;;;
1850;267126.5693037821;6252232.159367082;restaurant;Chantefable;;limited;french;;;75056;Paris;restaurant;;;;
1852;266921.4965378427;6251872.13912829;restaurant;Chez Lillo;;;pizza;;;75056;Paris;restaurant;;;;
1854;266970.087495574;6252084.1557748355;fast_food;Feng Sheng;;;asian;;;75056;Paris;restaurant;;;;
1856;266939.2631285733;6252044.439266611;fast_food;Planet Sushi;;;japanese;;;75056;Paris;restaurant;;;;
1857;266906.11218421505;6251845.0303508695;restaurant;Jaisalmer;;;indian;;;75056;Paris;restaurant;;;;
1859;266864.5788822001;6251998.224850913;restaurant;Futake;;;japanese;;;75056;Paris;restaurant;;;;
1861;259171.41132491681;6254889.522911048;restaurant;Pho 20;Mo-Sa 11:00-15:00, Mo-Su 18:00-23:00;;vietnamese;;;75056;Paris;restaurant;;;;
1862;262232.96448850975;6246631.926466883;restaurant;Di-Choulie;"Tu-Sa 11:30-14:30,18:30-22:30; Su 11:30-14:30; Mo off";;chinese;;;75056;Paris;restaurant;;;;
1865;262789.0164769712;6244818.610114953;restaurant;Thaï Yim;;;thai;;;75056;Paris;restaurant;;;;
1866;262807.12815812335;6244826.370788014;restaurant;Dông Tâm;Mo-Su 11:00-15:30,18:00-23:00;;vietnamese;;;75056;Paris;restaurant;;;;
1867;262797.4878902206;6244822.769429043;restaurant;Fuku Sushi;Tu-Sa 11:30-14:30, Mo-Su 18:30-22:45;;japanese;;;75056;Paris;restaurant;;;;
1868;262916.0208840173;6244866.695968312;restaurant;Ngoc Xuyén SàiGòn;Mo-Sa 09:30-17:00;;vietnamese;;;75056;Paris;restaurant;;;;
1869;262948.8601338013;6244900.849939893;restaurant;Fleurs de Mai;Th-Tu 11:30-23:00;;"chinese;cantonese";+33 1 44 24 37 71;;75056;Paris;restaurant;;;;
1870;263206.54249108955;6244539.873092583;restaurant;Yi Jie Jia;;;chinese;;;75056;Paris;restaurant;;;;
1871;262948.7042865142;6245109.614856428;restaurant;Villa d'Or;;;chinese;;;75056;Paris;restaurant;;;;
1872;262952.2776421686;6245122.803385432;restaurant;My Canh;;;vietnamese;;;75056;Paris;restaurant;;;;
1873;262951.1755792098;6245132.42426118;restaurant;Tian Tian Wang;"Tu-We off; Th 19:00-02:00; Fr-Mo 12:00-15:00,19:00-02:00";;chinese;+33 1 45 86 63 86;;75056;Paris;restaurant;;;;
1874;262954.8379904569;6245144.209426178;restaurant;Saigon Moi;;;vietnamese;;;75056;Paris;restaurant;;;;
1875;262920.3066844128;6245049.962381677;restaurant;Palace de Chine;;;chinese;;;75056;Paris;restaurant;;;;
1876;262870.0125384724;6245148.165998871;restaurant;L'Indochine;Tu-Su 12:00-15:00,19:00-23:30;;vietnamese;;http://www.indochine-paris.com;75056;Paris;restaurant;;;;
1878;262825.6294574931;6245232.810043607;restaurant;Pho Damsen;;;vietnamese;;;75056;Paris;restaurant;;;;
1879;262857.02155389683;6245173.54559673;restaurant;Basilic & Spice;Tu-Su 12:00-15:00,19:00-23:30;no;thai;;http://www.basilicspice.com;75056;Paris;restaurant;;;;
1880;262836.5276356418;6245211.91103585;restaurant;Mali;;;thai;;;75056;Paris;restaurant;;;;
1882;262721.99101156456;6245339.554727778;restaurant;Phở Sushi;We-Mo 11:30-15:30,18:30-22:30;;vietnamese;;;75056;Paris;restaurant;;;;
1883;262800.9610583334;6245280.120447353;restaurant;La Caravelle Saigon;;;vietnamese;;;75056;Paris;restaurant;;;;
1884;262790.6528734859;6245299.2780233715;restaurant;Au Village de Choisy;;;asian;;;75056;Paris;restaurant;;;;
1885;262854.6393167939;6245337.610214138;restaurant;Saigon;;;vietnamese;;;75056;Paris;restaurant;;;;
1886;262822.83533827425;6245309.981259898;restaurant;Le Sarawan;;yes;malaysian;;http://www.lesarawan.com;75056;Paris;restaurant;;;;
1887;262873.49683853425;6245323.153191967;restaurant;Lao Lane Xang;"Mo-Tu 15:00-23:00;Th-Su 15:00-23:00";;thai;+33 1 58 89 00 00;;75056;Paris;restaurant;;;;
1888;262836.6055592853;6245299.480928199;restaurant;bò bún cây ớt;;;vietnamese;;;75056;Paris;restaurant;;;;
1889;262892.17624908936;6245308.848373246;restaurant;La Mangue Verte;;;thai;;;75056;Paris;restaurant;;;;
1890;262845.8896048175;6245292.396170692;restaurant;Hội An;;;vietnam;;;75056;Paris;restaurant;;;;
1892;262879.9978967966;6245266.255326692;restaurant;Taipao Xiaopao;;;Chinese;;;75056;Paris;restaurant;;;;
1893;262945.6207366192;6245216.290354404;restaurant;Thai Royal;;no;thai;;;75056;Paris;restaurant;;;;
1894;262954.7711987624;6245209.307117779;fast_food;Khai Tri;;no;sandwich;;;75056;Paris;restaurant;;;;
1895;262935.6687741423;6245223.882305827;restaurant;Phở Mùi;08:00-22:30;;vietnamese;;;75056;Paris;restaurant;;;;
1897;259792.90804201565;6244646.38925155;restaurant;Bistrot 32;Mo-Sa 11:45-14:45,18:30-22:15;;italian;+33145898750;;75056;Paris;restaurant;;;;
1898;259171.93452652358;6244783.458920105;fast_food;La Citadelle;;;lebanese;;;75056;Paris;restaurant;;;;
1900;258909.5099589275;6244947.921777791;restaurant;Paris Orléans;;;french;;https://www.parisorleans.fr/;75056;Paris;restaurant;;;;
1901;258990.88450669742;6244918.451124542;fast_food;Gourmet d'Asie;;;asian;;;75056;Paris;restaurant;;;;
1902;258370.21155383042;6245055.643551639;fast_food;Le Gueldamane;;;pizza;;;75056;Paris;restaurant;;;;
1905;265085.9271902542;6247549.605391392;restaurant;Ginza;;limited;japanese;;;75056;Paris;restaurant;;;;
1906;260042.11898605456;6246546.997864726;restaurant;L'Ecir;;;french;;;75056;Paris;restaurant;;;;
1912;255766.4264002776;6247211.364510732;restaurant;Les Saveurs de Shanghai;;;chinese;;;75056;Paris;restaurant;;;;
1913;255662.07550960794;6247252.98640359;fast_food;Thym Olive;;;lebanese;;;75056;Paris;restaurant;;;;
1915;256294.38134926284;6246966.305175534;restaurant;Traiteur;;;chinese;;;75056;Paris;restaurant;;;;
1917;256244.42116179477;6247001.905142685;restaurant;TomYam Thaï;;;thai;;;75056;Paris;restaurant;;;;
1919;260510.0615975532;6250064.197460704;restaurant;Roger la Grenouille;Mo-Su 19:00-23:00,Mo-Sa 12:00-14:00;no;french;;;75056;Paris;restaurant;;;;
1920;260824.59481878957;6250993.635532142;restaurant;Kong;Mo-Su 11:55-02:00;;japanese;+331 40 39 09 00;http://www.kong.fr/;75056;Paris;restaurant;;;;
1930;257972.03286721194;6245191.164256333;fast_food;Boulhanne;;;thai;;;75056;Paris;restaurant;;;;
1931;257856.37191627774;6245225.4886215925;restaurant;Chez Pierrot;;no;french;;;75056;Paris;restaurant;;;;
1932;257551.90197700908;6245330.457789569;restaurant;L'Auberge Calabraise;;no;italian;;;75056;Paris;restaurant;;;;
1933;257451.60311580432;6245433.314632219;restaurant;Porte Didot;;;french;;;75056;Paris;restaurant;;;;
1934;257409.51321633538;6245448.549657869;fast_food;Conney'Zza;;yes;pizza;;;75056;Paris;restaurant;;;;
1935;257421.74722837357;6245444.0687651215;restaurant;Tagawa;;;japanese;;;75056;Paris;restaurant;;;;
1938;257114.6612810712;6245477.582518414;fast_food;Mei Mei;;;chinese;;;75056;Paris;restaurant;;;;
1939;257116.59824021105;6245545.591157809;restaurant;Au Stayer;;;french;;;75056;Paris;restaurant;;;;
1943;253636.95133309675;6247285.306511023;restaurant;Pizza Boticelli;;;pizza;;;75056;Paris;restaurant;;;;
1944;253631.65252533497;6247310.760162255;restaurant;Shanghaï;;;chinese;;;75056;Paris;restaurant;;;;
1945;253629.1923645884;6247329.059778052;restaurant;Zahlé;;;lebanese;;;75056;Paris;restaurant;;;;
1946;253622.4797992936;6247375.485505613;restaurant;Au Palais de Joie;;;chinese;;;75056;Paris;restaurant;;;;
1947;253620.83227082988;6247398.250272277;restaurant;La Ferme Balard;;;french;;;75056;Paris;restaurant;;;;
1948;253546.69348996156;6247921.822961456;restaurant;Fiori;;;italian;;;75056;Paris;restaurant;;;;
1949;253540.23695949555;6248026.267372686;restaurant;La Grenouille bleue;;;french;;;75056;Paris;restaurant;;;;
1950;253537.83245849443;6248045.549558647;restaurant;Chez Nous 2;;;french;;http://www.cheznous2.fr/;75056;Paris;restaurant;;;;
1951;253505.1824518447;6248280.034600439;restaurant;Ogimi;;;japanese;;;75056;Paris;restaurant;;;;
1953;255172.19182647398;6246294.821416811;restaurant;Morann;;;korean;;;75056;Paris;restaurant;;;;
1954;255187.13090213845;6246274.816055625;restaurant;Al Fawar;;no;lebanese;;;75056;Paris;restaurant;;;;
1955;255135.76808908646;6246298.710883901;restaurant;L'Exposition;;;french;;;75056;Paris;restaurant;;;;
1956;255022.3112640699;6246370.361951333;restaurant;L'Atelier du Parc;;;french;;http://www.atelierduparc.fr;75056;Paris;restaurant;;;;
1957;254930.6396634016;6246431.867020953;restaurant;La Terrasse du Parc;;;french;;;75056;Paris;restaurant;;;;
1958;254612.05441270038;6246638.488090852;restaurant;Trattoria Silviano;;;italian;;;75056;Paris;restaurant;;;;
1959;254628.77460021756;6246628.341251827;restaurant;Le Pavé de Versailles;;;french;;http://www.restaurant-pave-versailles.fr;75056;Paris;restaurant;;;;
1961;254581.89796264452;6246659.982518354;fast_food;Sixties' Sandwiches;;;sandwich;;;75056;Paris;restaurant;;;;
1962;254588.4658126013;6246652.828977418;restaurant;L'Atelier Versailles;;;french;;;75056;Paris;restaurant;;;;
1963;268334.5750220234;6248890.845919673;fast_food;Le Pacha Grill;;;kebab;;;75056;Paris;restaurant;;;;
1964;268362.49395031435;6248439.592332744;fast_food;La Boite A Pizza;;;pizza;;https://www.laboiteapizza.com/restaurant/PARIS_12_-_Courteline;75056;Paris;restaurant;;;;
1965;254303.32093693435;6246817.345035248;restaurant;Osaka;Mo-Su 11:30-14:30,18:30-22:30;;japanese;+33 1 45 32 48 66;https://www.osakavictor.fr/;75056;Paris;restaurant;;;;
1966;254344.23084980086;6246794.057566106;restaurant;Bistrot dei Fratelli;;;pizza;;;75056;Paris;restaurant;;;;
1967;254128.64952393062;6246914.672804905;restaurant;Sacha;;;french;;;75056;Paris;restaurant;;;;
1968;254156.12317425836;6246900.043972313;fast_food;Paris Victor;;;kebab;;;75056;Paris;restaurant;;;;
1971;254019.36717981886;6246965.730165431;restaurant;Rodizio Paris;"Mo-Fr 12:00-14:30,19:00-23:00; Sa,Su 19:00-23:00";;brazilian;+33.9 84 34 76 91;https://rodizio-brazil.fr/;75056;Paris;restaurant;;;;
1973;262969.47650349623;6256449.961293567;restaurant;Hanouman;"Mo-Su 12:00-14:30;19:00-00:30";;asian;+33 1 46072579;;75056;Paris;restaurant;;;;
1974;262928.1324446156;6256425.614532707;restaurant;Restaurant Locomotive;;;asian;;;75056;Paris;restaurant;;;;
1975;262864.8584460487;6256445.830127556;restaurant;New Thai San;Mo-Su 09:00-23:00;;asian;+33142092318;https://fr-fr.facebook.com/newthaisan;75056;Paris;restaurant;;;;
1979;255204.16278422982;6246155.884059215;fast_food;Snack du Parc;;;kebab;;;75056;Paris;restaurant;;;;
1981;255928.1958842984;6245875.564244814;restaurant;Le Caroubier;;;moroccan;+33 1 40 43 16 12;http://restaurant-lecaroubier.com;75056;Paris;restaurant;;;;
1983;256114.7005591734;6245894.029860268;fast_food;Le Miam's;;;kebab;;;75056;Paris;restaurant;;;;
1985;251906.868334984;6247664.599204265;restaurant;Le Poivre Rose;;;french;;;75056;Paris;restaurant;;;;
1987;256244.12059916966;6245840.44248473;fast_food;Pépé Santana;;;burger;;;75056;Paris;restaurant;;;;
1988;254867.92226228875;6246674.323441307;fast_food;Expo Food;;;kebab;;http://foodexpo.fr;75056;Paris;restaurant;;;;
1989;255156.68502140653;6246341.7657127585;restaurant;El Chalan;"Tu-Fr 12:00-14:30,19:00-22:30; Sa 13:00-22:30; Su 13:00-15:30";;peruvian;;http://restaurant-elchalan.com;75056;Paris;restaurant;;;;
1990;254885.03206802372;6246694.498861015;restaurant;La Boucherie;Mo-Su 11:00-24:00;;french;;;75056;Paris;restaurant;;;;
1991;253545.2018087849;6248776.190689313;fast_food;King Food;;;sandwich;;;75056;Paris;restaurant;;;;
1992;253535.97342299813;6248389.439493629;restaurant;Pizza Nella;;;pizza;;;75056;Paris;restaurant;;;;
1993;253584.64230437297;6248209.686714942;restaurant;Crêperie Balard;;;french;;http://creperiebalard.com;75056;Paris;restaurant;;;;
1995;253567.9221168558;6248178.936127624;fast_food;Xi Long;Mo-Su 11:00-22:00;;chinese;;;75056;Paris;restaurant;;;;
1996;253577.48446111492;6248196.8485848885;restaurant;Al Gusto della Pasta;;;italian;;;75056;Paris;restaurant;;;;
1999;253581.35837939457;6248032.339565113;restaurant;Le Pot de Vin;;;french;;http://seabseab.com/;75056;Paris;restaurant;;;;
2001;263024.05644983216;6256219.1270173965;fast_food;HFC;;;indian;;;75056;Paris;restaurant;;;;
2007;263434.068398322;6254806.102670717;restaurant;Wako;"Mo-Sa 11:30-15:00,18:00-23:00; Su 18:00-23:00";;japanese;+33146070888;http://www.wako10.fr/;75056;Paris;restaurant;;;;
2009;262791.4543738196;6247655.499769352;restaurant;Taipei Gourmet;Mo-Sa 11:30-20:00;;asian;;;75056;Paris;restaurant;;;;
2010;262750.8338916291;6247578.594712598;restaurant;Xinh Xinh;;;vietnamese;;;75056;Paris;restaurant;;;;
2011;258508.92677130792;6252377.440963502;restaurant;Maxim's;;;french;+33 1 42 65 27 94;;75056;Paris;restaurant;;;;
2012;263983.1517866597;6249815.04607594;restaurant;Quatre Amis;Tu-Su 12:00-14:30, 18:30-22:30;;chinese;+33 9 82 28 09 17;;75056;Paris;restaurant;;;;
2015;259189.26697124005;6245063.150817816;restaurant;Palais de Vandan;;;indian;;;75056;Paris;restaurant;;;;
2016;259427.83577195913;6244968.498881028;restaurant;Il Farniente;"Mo-Fr 12:00-14:30,19:15-23:00; Sa 19:15-23:00";;italian;;http://ilfarniente.com;75056;Paris;restaurant;;;;
2017;259154.6354776543;6245073.600131805;restaurant;Le Paul Fort;;;french;+33 1 45 40 55 51;;75056;Paris;restaurant;;;;
2018;259174.33902752472;6245100.179998283;fast_food;Amaretto;;;pizza;;;75056;Paris;restaurant;;;;
2020;259183.42269797338;6245144.260151451;restaurant;Chez Janny;;;asian;;;75056;Paris;restaurant;;;;
2021;259234.95249026164;6245106.148643882;fast_food;Casa Deliziosa Pizza;;;pizza;;http://lacasapizza-75.fr;75056;Paris;restaurant;;;;
2024;258969.5111644651;6245149.738483406;restaurant;Sushi Wok Buzz;;;asian;;;75056;Paris;restaurant;;;;
2025;258269.93495652382;6245222.901607932;restaurant;Monteleone;;;italian;;http://www.restaurantmonteleone.com;75056;Paris;restaurant;;;;
2026;258303.07476893297;6245202.898777376;restaurant;La Régalade;;;french;;;75056;Paris;restaurant;;;;
2027;253492.60334938506;6247294.405548337;restaurant;Le Bistrot d'André;;;french;;http://lebistrotdandre.fr;75056;Paris;restaurant;;;;
2028;253593.82616236343;6247393.835999964;restaurant;Saitama Balard;;;japanese;;;75056;Paris;restaurant;;;;
2029;253582.48270625158;6247375.333289696;restaurant;Les Gourmand Disent...;;;french;;;75056;Paris;restaurant;;;;
2030;254130.3749760379;6248400.112804859;fast_food;Bambou;;;chinese;;;75056;Paris;restaurant;;;;
2032;254104.24829154872;6248284.094125966;restaurant;Eat Sushi;;;sushi;;http://www.eatsushi.fr;75056;Paris;restaurant;;;;
2033;254023.04072301503;6248212.765162723;fast_food;Leymoun;Mo-Su 11:30-23:00;;lebanese;;http://www.leymoun.fr;75056;Paris;restaurant;;;;
2035;254033.47135930235;6248162.29229193;restaurant;Tipaza;Mo-Su 11:45-15:30,19:00-24:00;;moroccan;;https://www.tipaza.fr/;75056;Paris;restaurant;;;;
2036;254027.80519722102;6248152.549574012;fast_food;Eyfel;;;turkish;;;75056;Paris;restaurant;;;;
